Objekt_id;Phasen_id;Kurzbezeichnung;Jahr_Beginn;Jahr_Ende;Besonderheitenbeschreibung;Bemerkungen;eor;                                                                                                    
         101;         5;Beifuß: Blühbeginn                                                                                                                                              ;       1991;      1991;ab 1991 neu im Beobachtungsprogramm, für Ostdeutschland konnte die Umstellung auf das gesamtdeutsche Programm erst 1992 umgesetzt werden, daher sind für viele ostdeutschen Stationen keine Daten archiviert                                                                                                                                                                                                                                                                                                        ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         109;         5;Forsythie: Blühbeginn                                                                                                                                           ;       1991;      1991;ab 1991 neu im Beobachtungsprogramm, für Ostdeutschland konnte die Umstellung auf das gesamtdeutsche Programm erst 1992 umgesetzt werden, daher sind für viele ostdeutschen Stationen keine Daten archiviert                                                                                                                                                                                                                                                                                                        ;Ersatzphase "Stachelbeere - Beginn der Blattentfaltung" verwenden.                                                                                              ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         109;         5;Forsythie: Blühbeginn                                                                                                                                           ;       1951;      1951;in Westdeutschland nicht flächendeckend beobachtet - Daten nur für einzelne Beobachtungsorte archiviert, in Ostdeutschland nicht beobachtet                                                                                                                                                                                                                                                                                                                                                                         ;Ersatzphase "Stachelbeere - Beginn der Blattentfaltung" verwenden.                                                                                              ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         109;         5;Forsythie: Blühbeginn                                                                                                                                           ;       1952;      1991;in Ostdeutschland nicht im Beobachtungsprogramm                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;Ersatzphase "Stachelbeere - Beginn der Blattentfaltung" verwenden.                                                                                              ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         112;         5;Hänge-Birke: Blühbeginn                                                                                                                                         ;       1991;      1991;ab 1991 neu im Beobachtungsprogramm, für Ostdeutschland konnte die Umstellung auf das gesamtdeutsche Programm erst 1992 umgesetzt werden, daher sind für viele ostdeutschen Stationen keine Daten archiviert                                                                                                                                                                                                                                                                                                        ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         115;         5;Herbstzeitlose: Blühbeginn                                                                                                                                      ;       1982;      1991;in Ostdeutschland nicht im Beobachtungsprogramm, Eintrittsdaten, die von den Beobachtern trotzdem erhoben worden sind, können jedoch nachgemeldet werden, daher sind für einzelne Beobachtungsorte/ -jahre Daten archiviert                                                                                                                                                                                                                                                                                         ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         115;         5;Herbstzeitlose: Blühbeginn                                                                                                                                      ;       1991;      2013;nicht im Beobachtungsprogramm, Eintrittsdaten, die von den Beobachtern trotzdem erhoben worden sind, können jedoch nachgemeldet werden, daher sind für einzelne Beobachtungsorte/ -jahre Daten archiviert                                                                                                                                                                                                                                                                                                           ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         116;         5;Huflattich: Blühbeginn                                                                                                                                          ;       1986;      1986;für Ostdeutschland nur einzelne Daten archiviert                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         116;         5;Huflattich: Blühbeginn                                                                                                                                          ;       1988;      1991;für Ostdeutschland keine Daten archiviert                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         117;         5;Hunds-Rose: Blühbeginn                                                                                                                                          ;       1951;      1967;Phase fehlt auffällig häufig für einige Landkreise Hessens                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;Original-Meldeunterlagen müssen noch überprüft werden                                                                                                           ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         129;         5;Schwarzer Holunder: Blühbeginn                                                                                                                                  ;       1986;      1986;für Ostdeutschland nur einzelne Daten archiviert                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         129;         5;Schwarzer Holunder: Blühbeginn                                                                                                                                  ;       1989;      1989;für Ostdeutschland nur einzelne Daten archiviert                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         131;         5;Spitz-Ahorn: Blühbeginn                                                                                                                                         ;       1982;      1991;in Ostdeutschland nicht im Beobachtungsprogramm, Eintrittsdaten, die von den Beobachtern trotzdem erhoben worden sind, können jedoch nachgemeldet werden, daher sind für einzelne Beobachtungsorte/ -jahre Daten archiviert                                                                                                                                                                                                                                                                                         ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         132;         5;Stiel-Eiche: Blühbeginn                                                                                                                                         ;       1982;      1991;in Ostdeutschland nicht im Beobachtungsprogramm, Eintrittsdaten, die von den Beobachtern trotzdem erhoben worden sind, können jedoch nachgemeldet werden, daher sind für einzelne Beobachtungsorte/ -jahre Daten archiviert                                                                                                                                                                                                                                                                                         ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         135;         5;Wiesen-Fuchsschwanz: Blühbeginn                                                                                                                                 ;       1991;      1991;ab 1991 neu im Beobachtungsprogramm, für Ostdeutschland konnte die Umstellung auf das gesamtdeutsche Programm erst 1992 umgesetzt werden, daher sind für viele ostdeutschen Stationen keine Daten archiviert                                                                                                                                                                                                                                                                                                        ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         203;         5;Winterroggen: Blühbeginn                                                                                                                                        ;       1991;      1991;ab 1991 neu im Beobachtungsprogramm, für Ostdeutschland konnte die Umstellung auf das gesamtdeutsche Programm erst 1992 umgesetzt werden, daher sind für viele ostdeutschen Stationen keine Daten archiviert                                                                                                                                                                                                                                                                                                        ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         209;         5;Sonnenblume: Blühbeginn                                                                                                                                         ;       2014;          ;nur noch im Online-Melder-Programm, daher möglicherweise größere Datenlücken                                                                                                                                                                                                                                                                                                                                                                                                                                        ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         209;         5;Sonnenblume: Blühbeginn                                                                                                                                         ;       1991;      1991;ab 1991 neu im Beobachtungsprogramm, für Ostdeutschland konnte die Umstellung auf das gesamtdeutsche Programm erst 1992 umgesetzt werden, daher sind für viele ostdeutschen Stationen keine Daten archiviert                                                                                                                                                                                                                                                                                                        ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         215;         5;Mais: Blühbeginn                                                                                                                                                ;       1991;      1991;ab 1991 neu im Beobachtungsprogramm, für Ostdeutschland konnte die Umstellung auf das gesamtdeutsche Programm erst 1992 umgesetzt werden, daher sind für viele ostdeutschen Stationen keine Daten archiviert                                                                                                                                                                                                                                                                                                        ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         234;         5;Spätkartoffel: Blühbeginn                                                                                                                                       ;       1991;      1991;ab 1991 nicht mehr im Beobachtungsprogramm, für Ostdeutschland konnte die Umstellung auf das gesamtdeutsche Programm erst 1992 umgesetzt werden, daher sind für einzelne ostdeutsche Stationen noch Daten archiviert                                                                                                                                                                                                                                                                                                ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         310;         5;Apfel: Blühbeginn                                                                                                                                               ;       1991;          ;Das zugehörige Pflückreifedatum wurde in der Datenprüfung als falsch deklariert, weil der Termin nicht zur Reifegruppe "früh" oder "spät" passt oder es wird vom Beobachter eine mittlere Sorte benannt.                                                                                                                                                                                                                                                                                                            ;Die Zuordnung der Daten zu ph_objekt_id 310 erfolgt im Rahmen der Datenkorrektur (QB 2)                                                                         ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         313;         5;Apfel (spät): Blühbeginn                                                                                                                                        ;       1991;      1991;ab 1991 neu im Beobachtungsprogramm, für Ostdeutschland konnte die Umstellung auf das gesamtdeutsche Programm erst 1992 umgesetzt werden, daher sind für viele ostdeutschen Stationen keine Daten archiviert                                                                                                                                                                                                                                                                                                        ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         340;         5;Sauerkirsche: Blühbeginn                                                                                                                                        ;       1984;      1991;für Ostdeutschland keine Daten archiviert                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
